image,mask
training_data/images/real_23_12.jpg,training_data/masks/mask_23_12_0.jpg
training_data/images/real_23_12.jpg,training_data/masks/mask_23_12_1.jpg
training_data/images/real_23_13.jpg,training_data/masks/mask_23_13_0.jpg
training_data/images/real_23_13.jpg,training_data/masks/mask_23_13_1.jpg
training_data/images/real_23_14.jpg,training_data/masks/mask_23_14_0.jpg
training_data/images/real_23_14.jpg,training_data/masks/mask_23_14_1.jpg
training_data/images/real_23_15.jpg,training_data/masks/mask_23_15_0.jpg
training_data/images/real_23_15.jpg,training_data/masks/mask_23_15_1.jpg
training_data/images/real_23_16.jpg,training_data/masks/mask_23_16_0.jpg
training_data/images/real_23_16.jpg,training_data/masks/mask_23_16_1.jpg
training_data/images/real_23_17.jpg,training_data/masks/mask_23_17_0.jpg
training_data/images/real_23_18.jpg,training_data/masks/mask_23_18_0.jpg
training_data/images/real_23_18.jpg,training_data/masks/mask_23_18_1.jpg
training_data/images/real_23_19.jpg,training_data/masks/mask_23_19_0.jpg
training_data/images/real_23_19.jpg,training_data/masks/mask_23_19_1.jpg
training_data/images/real_23_20.jpg,training_data/masks/mask_23_20_0.jpg
training_data/images/real_23_20.jpg,training_data/masks/mask_23_20_1.jpg
training_data/images/real_23_21.jpg,training_data/masks/mask_23_21_0.jpg
training_data/images/real_23_21.jpg,training_data/masks/mask_23_21_1.jpg
training_data/images/real_23_22.jpg,training_data/masks/mask_23_22_0.jpg
training_data/images/real_23_22.jpg,training_data/masks/mask_23_22_1.jpg
training_data/images/real_23_23.jpg,training_data/masks/mask_23_23_0.jpg
training_data/images/real_23_23.jpg,training_data/masks/mask_23_23_1.jpg
training_data/images/real_23_24.jpg,training_data/masks/mask_23_24_0.jpg
training_data/images/real_23_24.jpg,training_data/masks/mask_23_24_1.jpg
training_data/images/real_23_25.jpg,training_data/masks/mask_23_25_0.jpg
training_data/images/real_23_25.jpg,training_data/masks/mask_23_25_1.jpg
training_data/images/real_23_26.jpg,training_data/masks/mask_23_26_0.jpg
training_data/images/real_23_26.jpg,training_data/masks/mask_23_26_1.jpg
training_data/images/real_23_27.jpg,training_data/masks/mask_23_27_0.jpg
training_data/images/real_23_27.jpg,training_data/masks/mask_23_27_1.jpg
training_data/images/real_23_28.jpg,training_data/masks/mask_23_28_0.jpg
training_data/images/real_23_28.jpg,training_data/masks/mask_23_28_1.jpg
training_data/images/real_23_29.jpg,training_data/masks/mask_23_29_0.jpg
training_data/images/real_23_30.jpg,training_data/masks/mask_23_30_0.jpg
training_data/images/real_23_30.jpg,training_data/masks/mask_23_30_1.jpg
training_data/images/real_23_31.jpg,training_data/masks/mask_23_31_0.jpg
training_data/images/real_23_31.jpg,training_data/masks/mask_23_31_1.jpg
training_data/images/real_23_32.jpg,training_data/masks/mask_23_32_0.jpg
training_data/images/real_23_32.jpg,training_data/masks/mask_23_32_1.jpg
training_data/images/real_23_33.jpg,training_data/masks/mask_23_33_0.jpg
training_data/images/real_23_33.jpg,training_data/masks/mask_23_33_1.jpg
training_data/images/real_23_34.jpg,training_data/masks/mask_23_34_0.jpg
training_data/images/real_23_34.jpg,training_data/masks/mask_23_34_1.jpg
training_data/images/real_23_35.jpg,training_data/masks/mask_23_35_0.jpg
training_data/images/real_23_35.jpg,training_data/masks/mask_23_35_1.jpg
training_data/images/real_23_36.jpg,training_data/masks/mask_23_36_0.jpg
training_data/images/real_23_36.jpg,training_data/masks/mask_23_36_1.jpg
training_data/images/real_23_37.jpg,training_data/masks/mask_23_37_0.jpg
training_data/images/real_23_37.jpg,training_data/masks/mask_23_37_1.jpg
training_data/images/real_23_38.jpg,training_data/masks/mask_23_38_0.jpg
training_data/images/real_23_38.jpg,training_data/masks/mask_23_38_1.jpg
training_data/images/real_23_39.jpg,training_data/masks/mask_23_39_0.jpg
training_data/images/real_23_39.jpg,training_data/masks/mask_23_39_1.jpg
training_data/images/real_23_40.jpg,training_data/masks/mask_23_40_0.jpg
training_data/images/real_23_41.jpg,training_data/masks/mask_23_41_0.jpg
training_data/images/real_23_41.jpg,training_data/masks/mask_23_41_1.jpg
training_data/images/real_23_42.jpg,training_data/masks/mask_23_42_0.jpg
training_data/images/real_23_42.jpg,training_data/masks/mask_23_42_1.jpg
training_data/images/real_23_43.jpg,training_data/masks/mask_23_43_0.jpg
training_data/images/real_23_43.jpg,training_data/masks/mask_23_43_1.jpg
training_data/images/real_23_44.jpg,training_data/masks/mask_23_44_0.jpg
training_data/images/real_23_44.jpg,training_data/masks/mask_23_44_1.jpg
training_data/images/real_23_45.jpg,training_data/masks/mask_23_45_0.jpg
training_data/images/real_23_45.jpg,training_data/masks/mask_23_45_1.jpg
training_data/images/real_23_46.jpg,training_data/masks/mask_23_46_0.jpg
training_data/images/real_23_46.jpg,training_data/masks/mask_23_46_1.jpg
training_data/images/real_23_47.jpg,training_data/masks/mask_23_47_0.jpg
training_data/images/real_23_47.jpg,training_data/masks/mask_23_47_1.jpg
training_data/images/real_23_48.jpg,training_data/masks/mask_23_48_0.jpg
training_data/images/real_23_48.jpg,training_data/masks/mask_23_48_1.jpg
training_data/images/real_23_49.jpg,training_data/masks/mask_23_49_0.jpg
training_data/images/real_23_49.jpg,training_data/masks/mask_23_49_1.jpg
training_data/images/real_23_50.jpg,training_data/masks/mask_23_50_0.jpg
training_data/images/real_23_50.jpg,training_data/masks/mask_23_50_1.jpg
training_data/images/real_23_51.jpg,training_data/masks/mask_23_51_0.jpg
training_data/images/real_23_51.jpg,training_data/masks/mask_23_51_1.jpg
training_data/images/real_23_52.jpg,training_data/masks/mask_23_52_0.jpg
training_data/images/real_23_53.jpg,training_data/masks/mask_23_53_0.jpg
training_data/images/real_23_53.jpg,training_data/masks/mask_23_53_1.jpg
training_data/images/real_23_54.jpg,training_data/masks/mask_23_54_0.jpg
training_data/images/real_23_54.jpg,training_data/masks/mask_23_54_1.jpg
training_data/images/real_23_55.jpg,training_data/masks/mask_23_55_0.jpg
training_data/images/real_23_55.jpg,training_data/masks/mask_23_55_1.jpg
training_data/images/real_23_56.jpg,training_data/masks/mask_23_56_0.jpg
training_data/images/real_23_56.jpg,training_data/masks/mask_23_56_1.jpg
training_data/images/real_23_57.jpg,training_data/masks/mask_23_57_0.jpg
training_data/images/real_23_57.jpg,training_data/masks/mask_23_57_1.jpg
training_data/images/real_24_9.jpg,training_data/masks/mask_24_9_0.jpg
training_data/images/real_24_9.jpg,training_data/masks/mask_24_9_1.jpg
training_data/images/real_24_10.jpg,training_data/masks/mask_24_10_0.jpg
training_data/images/real_24_10.jpg,training_data/masks/mask_24_10_1.jpg
training_data/images/real_24_11.jpg,training_data/masks/mask_24_11_0.jpg
training_data/images/real_24_11.jpg,training_data/masks/mask_24_11_1.jpg
training_data/images/real_24_12.jpg,training_data/masks/mask_24_12_0.jpg
training_data/images/real_24_12.jpg,training_data/masks/mask_24_12_1.jpg
training_data/images/real_24_13.jpg,training_data/masks/mask_24_13_0.jpg
training_data/images/real_24_13.jpg,training_data/masks/mask_24_13_1.jpg
training_data/images/real_24_14.jpg,training_data/masks/mask_24_14_0.jpg
training_data/images/real_24_14.jpg,training_data/masks/mask_24_14_1.jpg
training_data/images/real_24_15.jpg,training_data/masks/mask_24_15_0.jpg
training_data/images/real_24_15.jpg,training_data/masks/mask_24_15_1.jpg
training_data/images/real_24_16.jpg,training_data/masks/mask_24_16_0.jpg
training_data/images/real_24_16.jpg,training_data/masks/mask_24_16_1.jpg
training_data/images/real_24_17.jpg,training_data/masks/mask_24_17_0.jpg
training_data/images/real_24_18.jpg,training_data/masks/mask_24_18_0.jpg
training_data/images/real_24_18.jpg,training_data/masks/mask_24_18_1.jpg
training_data/images/real_24_19.jpg,training_data/masks/mask_24_19_0.jpg
training_data/images/real_24_19.jpg,training_data/masks/mask_24_19_1.jpg
training_data/images/real_24_20.jpg,training_data/masks/mask_24_20_0.jpg
training_data/images/real_24_20.jpg,training_data/masks/mask_24_20_1.jpg
training_data/images/real_24_21.jpg,training_data/masks/mask_24_21_0.jpg
training_data/images/real_24_21.jpg,training_data/masks/mask_24_21_1.jpg
training_data/images/real_24_22.jpg,training_data/masks/mask_24_22_0.jpg
training_data/images/real_24_22.jpg,training_data/masks/mask_24_22_1.jpg
training_data/images/real_24_23.jpg,training_data/masks/mask_24_23_0.jpg
training_data/images/real_24_23.jpg,training_data/masks/mask_24_23_1.jpg
training_data/images/real_24_24.jpg,training_data/masks/mask_24_24_0.jpg
training_data/images/real_24_24.jpg,training_data/masks/mask_24_24_1.jpg
training_data/images/real_24_25.jpg,training_data/masks/mask_24_25_0.jpg
training_data/images/real_24_25.jpg,training_data/masks/mask_24_25_1.jpg
training_data/images/real_24_26.jpg,training_data/masks/mask_24_26_0.jpg
training_data/images/real_24_26.jpg,training_data/masks/mask_24_26_1.jpg
training_data/images/real_24_27.jpg,training_data/masks/mask_24_27_0.jpg
training_data/images/real_24_27.jpg,training_data/masks/mask_24_27_1.jpg
training_data/images/real_24_28.jpg,training_data/masks/mask_24_28_0.jpg
training_data/images/real_24_28.jpg,training_data/masks/mask_24_28_1.jpg
training_data/images/real_24_29.jpg,training_data/masks/mask_24_29_0.jpg
training_data/images/real_24_30.jpg,training_data/masks/mask_24_30_0.jpg
training_data/images/real_24_30.jpg,training_data/masks/mask_24_30_1.jpg
training_data/images/real_24_31.jpg,training_data/masks/mask_24_31_0.jpg
training_data/images/real_24_31.jpg,training_data/masks/mask_24_31_1.jpg
training_data/images/real_24_32.jpg,training_data/masks/mask_24_32_0.jpg
training_data/images/real_24_32.jpg,training_data/masks/mask_24_32_1.jpg
training_data/images/real_24_33.jpg,training_data/masks/mask_24_33_0.jpg
training_data/images/real_24_33.jpg,training_data/masks/mask_24_33_1.jpg
training_data/images/real_24_34.jpg,training_data/masks/mask_24_34_0.jpg
training_data/images/real_24_34.jpg,training_data/masks/mask_24_34_1.jpg
training_data/images/real_24_35.jpg,training_data/masks/mask_24_35_0.jpg
training_data/images/real_24_35.jpg,training_data/masks/mask_24_35_1.jpg
training_data/images/real_24_36.jpg,training_data/masks/mask_24_36_0.jpg
training_data/images/real_24_36.jpg,training_data/masks/mask_24_36_1.jpg
training_data/images/real_24_37.jpg,training_data/masks/mask_24_37_0.jpg
training_data/images/real_24_37.jpg,training_data/masks/mask_24_37_1.jpg
training_data/images/real_24_38.jpg,training_data/masks/mask_24_38_0.jpg
training_data/images/real_24_38.jpg,training_data/masks/mask_24_38_1.jpg
training_data/images/real_24_39.jpg,training_data/masks/mask_24_39_0.jpg
training_data/images/real_24_39.jpg,training_data/masks/mask_24_39_1.jpg
training_data/images/real_24_40.jpg,training_data/masks/mask_24_40_0.jpg
training_data/images/real_24_41.jpg,training_data/masks/mask_24_41_0.jpg
training_data/images/real_24_41.jpg,training_data/masks/mask_24_41_1.jpg
training_data/images/real_24_42.jpg,training_data/masks/mask_24_42_0.jpg
training_data/images/real_24_42.jpg,training_data/masks/mask_24_42_1.jpg
training_data/images/real_24_43.jpg,training_data/masks/mask_24_43_0.jpg
training_data/images/real_24_43.jpg,training_data/masks/mask_24_43_1.jpg
training_data/images/real_24_44.jpg,training_data/masks/mask_24_44_0.jpg
training_data/images/real_24_44.jpg,training_data/masks/mask_24_44_1.jpg
training_data/images/real_24_45.jpg,training_data/masks/mask_24_45_0.jpg
training_data/images/real_24_45.jpg,training_data/masks/mask_24_45_1.jpg
training_data/images/real_24_46.jpg,training_data/masks/mask_24_46_0.jpg
training_data/images/real_24_46.jpg,training_data/masks/mask_24_46_1.jpg
training_data/images/real_24_47.jpg,training_data/masks/mask_24_47_0.jpg
training_data/images/real_24_47.jpg,training_data/masks/mask_24_47_1.jpg
training_data/images/real_24_48.jpg,training_data/masks/mask_24_48_0.jpg
training_data/images/real_24_48.jpg,training_data/masks/mask_24_48_1.jpg
training_data/images/real_24_49.jpg,training_data/masks/mask_24_49_0.jpg
training_data/images/real_24_49.jpg,training_data/masks/mask_24_49_1.jpg
training_data/images/real_24_50.jpg,training_data/masks/mask_24_50_0.jpg
training_data/images/real_24_50.jpg,training_data/masks/mask_24_50_1.jpg
training_data/images/real_24_51.jpg,training_data/masks/mask_24_51_0.jpg
training_data/images/real_24_51.jpg,training_data/masks/mask_24_51_1.jpg
training_data/images/real_24_52.jpg,training_data/masks/mask_24_52_0.jpg
training_data/images/real_24_53.jpg,training_data/masks/mask_24_53_0.jpg
training_data/images/real_24_53.jpg,training_data/masks/mask_24_53_1.jpg
training_data/images/real_24_54.jpg,training_data/masks/mask_24_54_0.jpg
training_data/images/real_24_54.jpg,training_data/masks/mask_24_54_1.jpg
training_data/images/real_24_55.jpg,training_data/masks/mask_24_55_0.jpg
training_data/images/real_24_55.jpg,training_data/masks/mask_24_55_1.jpg
training_data/images/real_24_56.jpg,training_data/masks/mask_24_56_0.jpg
training_data/images/real_24_56.jpg,training_data/masks/mask_24_56_1.jpg
training_data/images/real_24_57.jpg,training_data/masks/mask_24_57_0.jpg
training_data/images/real_24_57.jpg,training_data/masks/mask_24_57_1.jpg
training_data/images/real_25_9.jpg,training_data/masks/mask_25_9_0.jpg
training_data/images/real_25_9.jpg,training_data/masks/mask_25_9_1.jpg
training_data/images/real_25_10.jpg,training_data/masks/mask_25_10_0.jpg
training_data/images/real_25_10.jpg,training_data/masks/mask_25_10_1.jpg
training_data/images/real_25_11.jpg,training_data/masks/mask_25_11_0.jpg
training_data/images/real_25_11.jpg,training_data/masks/mask_25_11_1.jpg
training_data/images/real_25_12.jpg,training_data/masks/mask_25_12_0.jpg
training_data/images/real_25_12.jpg,training_data/masks/mask_25_12_1.jpg
training_data/images/real_25_13.jpg,training_data/masks/mask_25_13_0.jpg
training_data/images/real_25_13.jpg,training_data/masks/mask_25_13_1.jpg
training_data/images/real_25_14.jpg,training_data/masks/mask_25_14_0.jpg
training_data/images/real_25_14.jpg,training_data/masks/mask_25_14_1.jpg
training_data/images/real_25_15.jpg,training_data/masks/mask_25_15_0.jpg
training_data/images/real_25_15.jpg,training_data/masks/mask_25_15_1.jpg
training_data/images/real_25_16.jpg,training_data/masks/mask_25_16_0.jpg
training_data/images/real_25_16.jpg,training_data/masks/mask_25_16_1.jpg
training_data/images/real_25_17.jpg,training_data/masks/mask_25_17_0.jpg
training_data/images/real_25_18.jpg,training_data/masks/mask_25_18_0.jpg
training_data/images/real_25_18.jpg,training_data/masks/mask_25_18_1.jpg
training_data/images/real_25_19.jpg,training_data/masks/mask_25_19_0.jpg
training_data/images/real_25_19.jpg,training_data/masks/mask_25_19_1.jpg
training_data/images/real_25_20.jpg,training_data/masks/mask_25_20_0.jpg
training_data/images/real_25_20.jpg,training_data/masks/mask_25_20_1.jpg
training_data/images/real_25_21.jpg,training_data/masks/mask_25_21_0.jpg
training_data/images/real_25_21.jpg,training_data/masks/mask_25_21_1.jpg
training_data/images/real_25_22.jpg,training_data/masks/mask_25_22_0.jpg
training_data/images/real_25_22.jpg,training_data/masks/mask_25_22_1.jpg
training_data/images/real_25_23.jpg,training_data/masks/mask_25_23_0.jpg
training_data/images/real_25_23.jpg,training_data/masks/mask_25_23_1.jpg
training_data/images/real_25_24.jpg,training_data/masks/mask_25_24_0.jpg
training_data/images/real_25_24.jpg,training_data/masks/mask_25_24_1.jpg
training_data/images/real_25_25.jpg,training_data/masks/mask_25_25_0.jpg
training_data/images/real_25_25.jpg,training_data/masks/mask_25_25_1.jpg
training_data/images/real_25_26.jpg,training_data/masks/mask_25_26_0.jpg
training_data/images/real_25_26.jpg,training_data/masks/mask_25_26_1.jpg
training_data/images/real_25_27.jpg,training_data/masks/mask_25_27_0.jpg
training_data/images/real_25_27.jpg,training_data/masks/mask_25_27_1.jpg
training_data/images/real_25_28.jpg,training_data/masks/mask_25_28_0.jpg
training_data/images/real_25_28.jpg,training_data/masks/mask_25_28_1.jpg
training_data/images/real_25_29.jpg,training_data/masks/mask_25_29_0.jpg
training_data/images/real_25_30.jpg,training_data/masks/mask_25_30_0.jpg
training_data/images/real_25_30.jpg,training_data/masks/mask_25_30_1.jpg
training_data/images/real_25_31.jpg,training_data/masks/mask_25_31_0.jpg
training_data/images/real_25_31.jpg,training_data/masks/mask_25_31_1.jpg
training_data/images/real_25_32.jpg,training_data/masks/mask_25_32_0.jpg
training_data/images/real_25_32.jpg,training_data/masks/mask_25_32_1.jpg
training_data/images/real_25_33.jpg,training_data/masks/mask_25_33_0.jpg
training_data/images/real_25_33.jpg,training_data/masks/mask_25_33_1.jpg
training_data/images/real_25_34.jpg,training_data/masks/mask_25_34_0.jpg
training_data/images/real_25_34.jpg,training_data/masks/mask_25_34_1.jpg
training_data/images/real_25_35.jpg,training_data/masks/mask_25_35_0.jpg
training_data/images/real_25_35.jpg,training_data/masks/mask_25_35_1.jpg
training_data/images/real_25_36.jpg,training_data/masks/mask_25_36_0.jpg
training_data/images/real_25_36.jpg,training_data/masks/mask_25_36_1.jpg
training_data/images/real_25_37.jpg,training_data/masks/mask_25_37_0.jpg
training_data/images/real_25_37.jpg,training_data/masks/mask_25_37_1.jpg
training_data/images/real_25_38.jpg,training_data/masks/mask_25_38_0.jpg
training_data/images/real_25_38.jpg,training_data/masks/mask_25_38_1.jpg
training_data/images/real_25_39.jpg,training_data/masks/mask_25_39_0.jpg
training_data/images/real_25_39.jpg,training_data/masks/mask_25_39_1.jpg
training_data/images/real_25_40.jpg,training_data/masks/mask_25_40_0.jpg
training_data/images/real_25_41.jpg,training_data/masks/mask_25_41_0.jpg
training_data/images/real_25_41.jpg,training_data/masks/mask_25_41_1.jpg
training_data/images/real_25_42.jpg,training_data/masks/mask_25_42_0.jpg
training_data/images/real_25_42.jpg,training_data/masks/mask_25_42_1.jpg
training_data/images/real_25_43.jpg,training_data/masks/mask_25_43_0.jpg
training_data/images/real_25_43.jpg,training_data/masks/mask_25_43_1.jpg
training_data/images/real_25_44.jpg,training_data/masks/mask_25_44_0.jpg
training_data/images/real_25_44.jpg,training_data/masks/mask_25_44_1.jpg
training_data/images/real_25_45.jpg,training_data/masks/mask_25_45_0.jpg
training_data/images/real_25_45.jpg,training_data/masks/mask_25_45_1.jpg
training_data/images/real_25_46.jpg,training_data/masks/mask_25_46_0.jpg
training_data/images/real_25_46.jpg,training_data/masks/mask_25_46_1.jpg
training_data/images/real_25_47.jpg,training_data/masks/mask_25_47_0.jpg
training_data/images/real_25_47.jpg,training_data/masks/mask_25_47_1.jpg
training_data/images/real_25_48.jpg,training_data/masks/mask_25_48_0.jpg
training_data/images/real_25_48.jpg,training_data/masks/mask_25_48_1.jpg
training_data/images/real_25_49.jpg,training_data/masks/mask_25_49_0.jpg
training_data/images/real_25_49.jpg,training_data/masks/mask_25_49_1.jpg
training_data/images/real_25_50.jpg,training_data/masks/mask_25_50_0.jpg
training_data/images/real_25_50.jpg,training_data/masks/mask_25_50_1.jpg
training_data/images/real_25_51.jpg,training_data/masks/mask_25_51_0.jpg
training_data/images/real_25_51.jpg,training_data/masks/mask_25_51_1.jpg
training_data/images/real_25_52.jpg,training_data/masks/mask_25_52_0.jpg
training_data/images/real_25_53.jpg,training_data/masks/mask_25_53_0.jpg
training_data/images/real_25_53.jpg,training_data/masks/mask_25_53_1.jpg
training_data/images/real_25_54.jpg,training_data/masks/mask_25_54_0.jpg
training_data/images/real_25_54.jpg,training_data/masks/mask_25_54_1.jpg
training_data/images/real_25_55.jpg,training_data/masks/mask_25_55_0.jpg
training_data/images/real_25_55.jpg,training_data/masks/mask_25_55_1.jpg
training_data/images/real_25_56.jpg,training_data/masks/mask_25_56_0.jpg
training_data/images/real_25_56.jpg,training_data/masks/mask_25_56_1.jpg
training_data/images/real_25_57.jpg,training_data/masks/mask_25_57_0.jpg
training_data/images/real_25_57.jpg,training_data/masks/mask_25_57_1.jpg
training_data/images/real_26_9.jpg,training_data/masks/mask_26_9_0.jpg
training_data/images/real_26_9.jpg,training_data/masks/mask_26_9_1.jpg
training_data/images/real_26_10.jpg,training_data/masks/mask_26_10_0.jpg
training_data/images/real_26_10.jpg,training_data/masks/mask_26_10_1.jpg
training_data/images/real_26_11.jpg,training_data/masks/mask_26_11_0.jpg
training_data/images/real_26_11.jpg,training_data/masks/mask_26_11_1.jpg
training_data/images/real_26_12.jpg,training_data/masks/mask_26_12_0.jpg
training_data/images/real_26_12.jpg,training_data/masks/mask_26_12_1.jpg
training_data/images/real_26_13.jpg,training_data/masks/mask_26_13_0.jpg
training_data/images/real_26_13.jpg,training_data/masks/mask_26_13_1.jpg
training_data/images/real_26_14.jpg,training_data/masks/mask_26_14_0.jpg
training_data/images/real_26_14.jpg,training_data/masks/mask_26_14_1.jpg
training_data/images/real_26_15.jpg,training_data/masks/mask_26_15_0.jpg
training_data/images/real_26_15.jpg,training_data/masks/mask_26_15_1.jpg
training_data/images/real_26_16.jpg,training_data/masks/mask_26_16_0.jpg
training_data/images/real_26_16.jpg,training_data/masks/mask_26_16_1.jpg
training_data/images/real_26_17.jpg,training_data/masks/mask_26_17_0.jpg
training_data/images/real_26_18.jpg,training_data/masks/mask_26_18_0.jpg
training_data/images/real_26_18.jpg,training_data/masks/mask_26_18_1.jpg
training_data/images/real_26_19.jpg,training_data/masks/mask_26_19_0.jpg
training_data/images/real_26_19.jpg,training_data/masks/mask_26_19_1.jpg
training_data/images/real_26_20.jpg,training_data/masks/mask_26_20_0.jpg
training_data/images/real_26_20.jpg,training_data/masks/mask_26_20_1.jpg
training_data/images/real_26_21.jpg,training_data/masks/mask_26_21_0.jpg
training_data/images/real_26_21.jpg,training_data/masks/mask_26_21_1.jpg
training_data/images/real_26_22.jpg,training_data/masks/mask_26_22_0.jpg
training_data/images/real_26_22.jpg,training_data/masks/mask_26_22_1.jpg
training_data/images/real_26_23.jpg,training_data/masks/mask_26_23_0.jpg
training_data/images/real_26_23.jpg,training_data/masks/mask_26_23_1.jpg
training_data/images/real_26_24.jpg,training_data/masks/mask_26_24_0.jpg
training_data/images/real_26_24.jpg,training_data/masks/mask_26_24_1.jpg
training_data/images/real_26_25.jpg,training_data/masks/mask_26_25_0.jpg
training_data/images/real_26_25.jpg,training_data/masks/mask_26_25_1.jpg
training_data/images/real_26_26.jpg,training_data/masks/mask_26_26_0.jpg
training_data/images/real_26_26.jpg,training_data/masks/mask_26_26_1.jpg
training_data/images/real_26_27.jpg,training_data/masks/mask_26_27_0.jpg
training_data/images/real_26_27.jpg,training_data/masks/mask_26_27_1.jpg
training_data/images/real_26_28.jpg,training_data/masks/mask_26_28_0.jpg
training_data/images/real_26_28.jpg,training_data/masks/mask_26_28_1.jpg
training_data/images/real_26_29.jpg,training_data/masks/mask_26_29_0.jpg
training_data/images/real_26_30.jpg,training_data/masks/mask_26_30_0.jpg
training_data/images/real_26_30.jpg,training_data/masks/mask_26_30_1.jpg
training_data/images/real_26_31.jpg,training_data/masks/mask_26_31_0.jpg
training_data/images/real_26_31.jpg,training_data/masks/mask_26_31_1.jpg
training_data/images/real_26_32.jpg,training_data/masks/mask_26_32_0.jpg
training_data/images/real_26_32.jpg,training_data/masks/mask_26_32_1.jpg
training_data/images/real_26_33.jpg,training_data/masks/mask_26_33_0.jpg
training_data/images/real_26_33.jpg,training_data/masks/mask_26_33_1.jpg
training_data/images/real_26_34.jpg,training_data/masks/mask_26_34_0.jpg
training_data/images/real_26_34.jpg,training_data/masks/mask_26_34_1.jpg
training_data/images/real_26_35.jpg,training_data/masks/mask_26_35_0.jpg
training_data/images/real_26_35.jpg,training_data/masks/mask_26_35_1.jpg
training_data/images/real_26_36.jpg,training_data/masks/mask_26_36_0.jpg
training_data/images/real_26_36.jpg,training_data/masks/mask_26_36_1.jpg
training_data/images/real_26_37.jpg,training_data/masks/mask_26_37_0.jpg
training_data/images/real_26_37.jpg,training_data/masks/mask_26_37_1.jpg
training_data/images/real_26_38.jpg,training_data/masks/mask_26_38_0.jpg
training_data/images/real_26_38.jpg,training_data/masks/mask_26_38_1.jpg
training_data/images/real_26_39.jpg,training_data/masks/mask_26_39_0.jpg
training_data/images/real_26_39.jpg,training_data/masks/mask_26_39_1.jpg
training_data/images/real_26_40.jpg,training_data/masks/mask_26_40_0.jpg
training_data/images/real_26_41.jpg,training_data/masks/mask_26_41_0.jpg
training_data/images/real_26_41.jpg,training_data/masks/mask_26_41_1.jpg
training_data/images/real_26_42.jpg,training_data/masks/mask_26_42_0.jpg
training_data/images/real_26_42.jpg,training_data/masks/mask_26_42_1.jpg
training_data/images/real_26_43.jpg,training_data/masks/mask_26_43_0.jpg
training_data/images/real_26_43.jpg,training_data/masks/mask_26_43_1.jpg
training_data/images/real_26_44.jpg,training_data/masks/mask_26_44_0.jpg
training_data/images/real_26_44.jpg,training_data/masks/mask_26_44_1.jpg
training_data/images/real_26_45.jpg,training_data/masks/mask_26_45_0.jpg
training_data/images/real_26_45.jpg,training_data/masks/mask_26_45_1.jpg
training_data/images/real_26_46.jpg,training_data/masks/mask_26_46_0.jpg
training_data/images/real_26_46.jpg,training_data/masks/mask_26_46_1.jpg
training_data/images/real_26_47.jpg,training_data/masks/mask_26_47_0.jpg
training_data/images/real_26_47.jpg,training_data/masks/mask_26_47_1.jpg
training_data/images/real_26_48.jpg,training_data/masks/mask_26_48_0.jpg
training_data/images/real_26_48.jpg,training_data/masks/mask_26_48_1.jpg
training_data/images/real_26_49.jpg,training_data/masks/mask_26_49_0.jpg
training_data/images/real_26_49.jpg,training_data/masks/mask_26_49_1.jpg
training_data/images/real_26_50.jpg,training_data/masks/mask_26_50_0.jpg
training_data/images/real_26_50.jpg,training_data/masks/mask_26_50_1.jpg
training_data/images/real_26_51.jpg,training_data/masks/mask_26_51_0.jpg
training_data/images/real_26_51.jpg,training_data/masks/mask_26_51_1.jpg
training_data/images/real_26_52.jpg,training_data/masks/mask_26_52_0.jpg
training_data/images/real_26_53.jpg,training_data/masks/mask_26_53_0.jpg
training_data/images/real_26_53.jpg,training_data/masks/mask_26_53_1.jpg
training_data/images/real_26_54.jpg,training_data/masks/mask_26_54_0.jpg
training_data/images/real_26_54.jpg,training_data/masks/mask_26_54_1.jpg
training_data/images/real_26_55.jpg,training_data/masks/mask_26_55_0.jpg
training_data/images/real_26_55.jpg,training_data/masks/mask_26_55_1.jpg
training_data/images/real_26_56.jpg,training_data/masks/mask_26_56_0.jpg
training_data/images/real_26_56.jpg,training_data/masks/mask_26_56_1.jpg
training_data/images/real_26_57.jpg,training_data/masks/mask_26_57_0.jpg
training_data/images/real_26_57.jpg,training_data/masks/mask_26_57_1.jpg
training_data/images/real_27_9.jpg,training_data/masks/mask_27_9_0.jpg
training_data/images/real_27_9.jpg,training_data/masks/mask_27_9_1.jpg
training_data/images/real_27_10.jpg,training_data/masks/mask_27_10_0.jpg
training_data/images/real_27_10.jpg,training_data/masks/mask_27_10_1.jpg
training_data/images/real_27_11.jpg,training_data/masks/mask_27_11_0.jpg
training_data/images/real_27_11.jpg,training_data/masks/mask_27_11_1.jpg
training_data/images/real_27_12.jpg,training_data/masks/mask_27_12_0.jpg
training_data/images/real_27_12.jpg,training_data/masks/mask_27_12_1.jpg
training_data/images/real_27_13.jpg,training_data/masks/mask_27_13_0.jpg
training_data/images/real_27_13.jpg,training_data/masks/mask_27_13_1.jpg
training_data/images/real_27_14.jpg,training_data/masks/mask_27_14_0.jpg
training_data/images/real_27_14.jpg,training_data/masks/mask_27_14_1.jpg
training_data/images/real_27_15.jpg,training_data/masks/mask_27_15_0.jpg
training_data/images/real_27_15.jpg,training_data/masks/mask_27_15_1.jpg
training_data/images/real_27_16.jpg,training_data/masks/mask_27_16_0.jpg
training_data/images/real_27_16.jpg,training_data/masks/mask_27_16_1.jpg
training_data/images/real_27_17.jpg,training_data/masks/mask_27_17_0.jpg
training_data/images/real_27_18.jpg,training_data/masks/mask_27_18_0.jpg
